,train_accuracy,test_accuracy,train_precision,test_precision,train_recall,test_recall,train_f1,test_f1
110,0.8081342330840781,0.704,0.7760169906877961,0.7931034482758621,0.8663140616450848,0.552,0.818683212685281,0.6509433962264151
111,0.8300200620098486,0.705,0.8001990820107283,0.8059701492537313,0.8796887348775001,0.54,0.8380632456851616,0.6467065868263473
112,0.8210225545625874,0.702,0.8041587466159783,0.8079268292682927,0.8487446045352302,0.53,0.8258503401360544,0.6400966183574879
113,0.8029059517295885,0.708,0.7717183835960081,0.7888888888888889,0.860295458690498,0.568,0.8136031736905651,0.6604651162790698
114,0.8184692078545808,0.68,0.8287830289336597,0.8284671532846716,0.802784363791112,0.454,0.8155765548761658,0.58656330749354
115,0.8137272782539972,0.71,0.7814869361261114,0.8,0.8709951972764302,0.56,0.823816916796044,0.6588235294117647
116,0.8022676150525868,0.709,0.7702761469884758,0.7863013698630137,0.8614505441060247,0.574,0.8133161142201176,0.6635838150289017
117,0.8004741929600584,0.708,0.7617433670497272,0.7810810810810811,0.8744604535230105,0.578,0.8142194045058304,0.664367816091954
118,0.8149127606541431,0.715,0.7953923357664233,0.8115942028985508,0.8479542829351329,0.56,0.8208327203177873,0.6627218934911243
119,0.8338500820718585,0.702,0.7969180859691809,0.7885714285714286,0.8960423126025898,0.552,0.8435782967032966,0.6494117647058824
120,0.7980120372059092,0.701,0.751410401066776,0.7596899224806202,0.8906924433096237,0.588,0.8151445183186358,0.6629086809470124
121,0.8029363487142076,0.723,0.7628996517885407,0.7911227154046997,0.8790807951851176,0.606,0.8168799254300483,0.6862967157417894
122,0.7938780472977081,0.715,0.7465571763745792,0.7641277641277642,0.8898413277402881,0.622,0.8119262238247122,0.6857772877618522
123,0.806432001945407,0.707,0.7695598695117386,0.7883008356545961,0.87482521733844,0.566,0.8188232616365084,0.6589057043073341
124,0.8050033436683081,0.7,0.7728409832499457,0.7777777777777778,0.863943096844793,0.56,0.8158567040789965,0.6511627906976745
125,0.828409021825035,0.694,0.807455890722823,0.7921686746987951,0.862484041583075,0.526,0.8340633175578354,0.6322115384615384
126,0.826980363547936,0.698,0.8226261172095255,0.83,0.833728494133382,0.498,0.8281400966183575,0.6225
