,training_accuracy,training_accuracy_druggable,training_accuracy_non_druggable,test_accuracy,test_accuracy_druggable,test_accuracy_non_druggable
67,0.9990740740740741,0.9985185185185185,0.9996296296296296,0.7348214886035097,0.7676282051282052,0.7333847989332585
68,0.9988888888888889,0.9985185185185185,0.9992592592592593,0.7377798695622941,0.7516025641025641,0.7371745385641097
69,0.9998148148148148,0.9996296296296296,1.0,0.7350231963961541,0.7580128205128205,0.734016422205067
70,0.9994444444444445,0.9992592592592593,0.9996296296296296,0.7420157332078262,0.7596153846153846,0.7412449996490982
71,0.9994444444444445,0.9992592592592593,0.9996296296296296,0.7420157332078262,0.7596153846153846,0.7412449996490982
72,0.9994444444444445,0.9992592592592593,0.9996296296296296,0.7357627916358502,0.7548076923076923,0.7349287669310127
73,0.9998148148148148,0.9996296296296296,1.0,0.7377126336314126,0.7596153846153846,0.736753456382904
74,1.0,1.0,1.0,0.7409399583137228,0.7580128205128205,0.7401922941960839
75,0.9994444444444445,0.9992592592592593,0.9996296296296296,0.7354938479123243,0.7596153846153846,0.7344375043862728
76,0.9998148148148148,0.9996296296296296,1.0,0.742419148793115,0.7660256410256411,0.7413853603761668
77,1.0,1.0,1.0,0.7358300275667317,0.7612179487179487,0.7347182258404098
78,0.9998148148148148,0.9996296296296296,1.0,0.7438983392725073,0.7676282051282052,0.7428591480103867
79,0.9998148148148148,0.9996296296296296,1.0,0.7390573522490419,0.7548076923076923,0.7383676047441926
80,0.9998148148148148,0.9996296296296296,1.0,0.7398641834196195,0.7371794871794872,0.7399817531054811
81,0.9998148148148148,0.9996296296296296,1.0,0.7430915081019297,0.7483974358974359,0.7428591480103867
82,1.0,1.0,1.0,0.736031735359376,0.7323717948717948,0.7361920134746298
83,0.9998148148148148,0.9996296296296296,1.0,0.7429570362401667,0.7339743589743589,0.7433504105551266
84,0.9998148148148148,1.0,0.9996296296296296,0.7426880925166409,0.7403846153846154,0.7427889676468524
85,0.9996296296296296,0.9996296296296296,0.9996296296296296,0.7383177570093458,0.7419871794871795,0.7381570636535897
86,0.9994444444444445,0.9992592592592593,0.9996296296296296,0.7393935319034493,0.7548076923076923,0.738718506561864
87,1.0,1.0,1.0,0.7403348349357897,0.7628205128205128,0.7393501298336725
88,1.0,1.0,1.0,0.7357627916358502,0.7419871794871795,0.7354902098392869
89,0.9998148148148148,0.9996296296296296,1.0,0.7356955557049687,0.75,0.7350691276580813
90,1.0,1.0,1.0,0.7420829691387077,0.7580128205128205,0.7413853603761668
91,1.0,1.0,1.0,0.7369730383917166,0.7435897435897436,0.7366832760193698
92,1.0,1.0,1.0,0.7401331271431453,0.7612179487179487,0.739209769106604
93,1.0,1.0,1.0,0.7386539366637531,0.7548076923076923,0.7379465225629869
94,1.0,1.0,1.0,0.7335440059167619,0.75,0.7328233560249842
95,1.0,1.0,1.0,0.7390573522490419,0.7483974358974359,0.7386483261983297
96,1.0,1.0,1.0,0.7379815773549385,0.7435897435897436,0.7377359814723841
97,1.0,1.0,1.0,0.7429570362401667,0.7419871794871795,0.7429995087374552
98,1.0,1.0,1.0,0.7420829691387077,0.7580128205128205,0.7413853603761668
99,1.0,1.0,1.0,0.7402675990049082,0.7660256410256411,0.7391395887430697
100,1.0,1.0,1.0,0.7409399583137228,0.7596153846153846,0.7401221138325497
101,1.0,1.0,1.0,0.7409399583137228,0.7596153846153846,0.7401221138325497
102,1.0,1.0,1.0,0.7362334431520204,0.7467948717948718,0.7357709312934241
103,0.9998148148148148,0.9996296296296296,1.0,0.7396624756269751,0.7403846153846154,0.7396308512878097
104,1.0,1.0,1.0,0.7438983392725073,0.7548076923076923,0.743420590918661
105,0.9998148148148148,0.9996296296296296,1.0,0.7374436899078868,0.7564102564102564,0.7366130956558355
106,1.0,1.0,1.0,0.7373092180461238,0.7612179487179487,0.736262193838164
107,0.9998148148148148,0.9996296296296296,1.0,0.7395280037652121,0.75,0.7390694083795354
108,0.9998148148148148,0.9996296296296296,1.0,0.7347542526726283,0.7483974358974359,0.7341567829321356
109,1.0,1.0,1.0,0.7390573522490419,0.7419871794871795,0.7389290476524668
110,1.0,1.0,1.0,0.7390573522490419,0.7419871794871795,0.7389290476524668
111,0.9998148148148148,0.9996296296296296,1.0,0.7341491292946951,0.7387820512820513,0.7339462418415328
112,1.0,1.0,1.0,0.7399986552813824,0.7483974358974359,0.7396308512878097
113,1.0,1.0,1.0,0.7364351509446648,0.7548076923076923,0.7356305705663555
114,1.0,1.0,1.0,0.7418140254151818,0.7419871794871795,0.7418064425573725
115,1.0,1.0,1.0,0.7401331271431453,0.7660256410256411,0.7389992280160012
116,0.9998148148148148,1.0,0.9996296296296296,0.7393935319034493,0.7435897435897436,0.739209769106604
117,0.9998148148148148,0.9996296296296296,1.0,0.7399986552813824,0.7596153846153846,0.7391395887430697
